ID студента,Вопрос №,Вопрос,Эталонный ответ,Ответ студента,Балл
202224020,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,C.подземную,1
202224020,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,A.промышленные,1
202224020,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,C.балкон,2
202224020,10,Выберите верное определение понятию «Балкон»,"А. Площадка с ограждением, которая выступает на фасаде здания.",A.Площадка с ограждением， которая выступает на фасаде здания.,2
202224020,14,Найдите правильное продолжение предложения «Цемент и вода являются главными связующими …»,Б. компонентами при производстве бетона.,B.компонентами при производстве бетона.,2
202224306,7,"Бетон – это искусственный …, получаемый в результате твердения бетонной смеси.",А. камень,,0
202224306,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,,0
202224306,10,Выберите верное определение понятию «Балкон»,"А. Площадка с ограждением, которая выступает на фасаде здания.",,0
202224306,9,Строительная машина для разработки и перемещения грунта - … .,Б. бульдозер,,0
202224306,3,По назначению здания разделяются на … и гражданские.,А. промышленные,,0
202224306,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,,0
202224306,14,Найдите правильное продолжение предложения «Цемент и вода являются главными связующими …»,Б. компонентами при производстве бетона.,,0
202224306,8,Естественный цвет бетона - …,Б. серый,,0
202224306,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,,0
202224306,15,"Лопата, молоток, электрическая лебёдка – всё это …",Б. инструменты,,0
202224306,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,C.балкон,2
202224306,11,"Найдите правильное продолжение предложения «Кроме того, бульдозер используют при …»",А. строительстве и ремонте дорог.,A.строительстве и ремонте дорог.,2
202224306,12,Найдите правильное продолжение предложения «Монтаж остекления возможен для …»,В. всех типов балконов и лоджий.,C.всех типов балконов и лоджий.,2
202224306,5,Жилое здание это здание для … .,Б. проживания,C.людей,1
202224306,2,"В состав … входят помещения, конструкции и инженерные системы.",Б. здания,B.здания,2
202224105,12,Найдите правильное продолжение предложения «Монтаж остекления возможен для …»,В. всех типов балконов и лоджий.,,0
202224105,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,,0
202224105,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,,0
202224105,5,Жилое здание это здание для … .,Б. проживания,,0
202224105,11,"Найдите правильное продолжение предложения «Кроме того, бульдозер используют при …»",А. строительстве и ремонте дорог.,,0
202224105,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,,0
202224105,14,Найдите правильное продолжение предложения «Цемент и вода являются главными связующими …»,Б. компонентами при производстве бетона.,,0
202224105,8,Естественный цвет бетона - …,Б. серый,,0
202224105,10,Выберите верное определение понятию «Балкон»,"А. Площадка с ограждением, которая выступает на фасаде здания.",,0
202224105,15,"Лопата, молоток, электрическая лебёдка – всё это …",Б. инструменты,,0
202224105,3,По назначению здания разделяются на … и гражданские.,А. промышленные,B.жилые,1
202224105,9,Строительная машина для разработки и перемещения грунта - … .,Б. бульдозер,A.экскаватор,1
202224105,7,"Бетон – это искусственный …, получаемый в результате твердения бетонной смеси.",А. камень,A.камень,2
202224105,2,"В состав … входят помещения, конструкции и инженерные системы.",Б. здания,B.здания,2
202224105,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,A.их функциональное назначение.,2
202224021,5,Жилое здание это здание для … .,Б. проживания,,0
202224021,2,"В состав … входят помещения, конструкции и инженерные системы.",Б. здания,,0
202224021,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,,0
202224021,11,"Найдите правильное продолжение предложения «Кроме того, бульдозер используют при …»",А. строительстве и ремонте дорог.,,0
202224021,3,По назначению здания разделяются на … и гражданские.,А. промышленные,,0
202224021,9,Строительная машина для разработки и перемещения грунта - … .,Б. бульдозер,,0
202224021,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,,0
202224021,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,,0
202224021,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,,0
202224021,15,"Лопата, молоток, электрическая лебёдка – всё это …",Б. инструменты,,0
202224021,7,"Бетон – это искусственный …, получаемый в результате твердения бетонной смеси.",А. камень,A.камень,2
202224021,8,Естественный цвет бетона - …,Б. серый,B.серый,2
202224021,12,Найдите правильное продолжение предложения «Монтаж остекления возможен для …»,В. всех типов балконов и лоджий.,C.всех типов балконов и лоджий.,2
202224021,10,Выберите верное определение понятию «Балкон»,"А. Площадка с ограждением, которая выступает на фасаде здания.",A.Площадка с ограждением， которая выступает на фасаде здания.,2
202224021,14,Найдите правильное продолжение предложения «Цемент и вода являются главными связующими …»,Б. компонентами при производстве бетона.,C.строительстве и ремонте дорог.,1
202224318,11,"Найдите правильное продолжение предложения «Кроме того, бульдозер используют при …»",А. строительстве и ремонте дорог.,,0
202224318,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,,0
202224318,12,Найдите правильное продолжение предложения «Монтаж остекления возможен для …»,В. всех типов балконов и лоджий.,,0
202224318,10,Выберите верное определение понятию «Балкон»,"А. Площадка с ограждением, которая выступает на фасаде здания.",,0
202224318,3,По назначению здания разделяются на … и гражданские.,А. промышленные,,0
202224318,9,Строительная машина для разработки и перемещения грунта - … .,Б. бульдозер,,0
202224318,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,,0
202224318,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,,0
202224318,7,"Бетон – это искусственный …, получаемый в результате твердения бетонной смеси.",А. камень,,0
202224318,15,"Лопата, молоток, электрическая лебёдка – всё это …",Б. инструменты,,0
202224318,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,C.административные,1
202224318,2,"В состав … входят помещения, конструкции и инженерные системы.",Б. здания,B.здания,2
202224318,8,Естественный цвет бетона - …,Б. серый,B.серый,2
202224318,5,Жилое здание это здание для … .,Б. проживания,B.проживания,2
202224318,14,Найдите правильное продолжение предложения «Цемент и вода являются главными связующими …»,Б. компонентами при производстве бетона.,B.компонентами при производстве бетона.,2
202224209,11,"Найдите правильное продолжение предложения «Кроме того, бульдозер используют при …»",А. строительстве и ремонте дорог.,,0
202224209,8,Естественный цвет бетона - …,Б. серый,,0
202224209,7,"Бетон – это искусственный …, получаемый в результате твердения бетонной смеси.",А. камень,,0
202224209,3,По назначению здания разделяются на … и гражданские.,А. промышленные,,0
202224209,2,"В состав … входят помещения, конструкции и инженерные системы.",Б. здания,,0
202224209,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,,0
202224209,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,,0
202224209,10,Выберите верное определение понятию «Балкон»,"А. Площадка с ограждением, которая выступает на фасаде здания.",,0
202224209,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,,0
202224209,14,Найдите правильное продолжение предложения «Цемент и вода являются главными связующими …»,Б. компонентами при производстве бетона.,,0
202224209,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,C.подземную,2
202224209,9,Строительная машина для разработки и перемещения грунта - … .,Б. бульдозер,B.бульдозер,2
202224209,12,Найдите правильное продолжение предложения «Монтаж остекления возможен для …»,В. всех типов балконов и лоджий.,C.всех типов балконов и лоджий.,2
202224209,15,"Лопата, молоток, электрическая лебёдка – всё это …",Б. инструменты,B.инструменты,2
202224209,5,Жилое здание это здание для … .,Б. проживания,B.проживания,2
202224113,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,,0
202224113,14,Найдите правильное продолжение предложения «Цемент и вода являются главными связующими …»,Б. компонентами при производстве бетона.,,0
202224113,11,"Найдите правильное продолжение предложения «Кроме того, бульдозер используют при …»",А. строительстве и ремонте дорог.,,0
202224113,10,Выберите верное определение понятию «Балкон»,"А. Площадка с ограждением, которая выступает на фасаде здания.",,0
202224113,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,,0
202224113,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,,0
202224113,7,"Бетон – это искусственный …, получаемый в результате твердения бетонной смеси.",А. камень,,0
202224113,3,По назначению здания разделяются на … и гражданские.,А. промышленные,,0
202224113,12,Найдите правильное продолжение предложения «Монтаж остекления возможен для …»,В. всех типов балконов и лоджий.,,0
202224113,8,Естественный цвет бетона - …,Б. серый,,0
202224113,9,Строительная машина для разработки и перемещения грунта - … .,Б. бульдозер,A.экскаватор,1
202224113,5,Жилое здание это здание для … .,Б. проживания,B.проживания,2
202224113,2,"В состав … входят помещения, конструкции и инженерные системы.",Б. здания,C.здание,1
202224113,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,C.балкон,2
202224113,15,"Лопата, молоток, электрическая лебёдка – всё это …",Б. инструменты,B.инструменты,2
202224207,12,Найдите правильное продолжение предложения «Монтаж остекления возможен для …»,В. всех типов балконов и лоджий.,,0
202224207,11,"Найдите правильное продолжение предложения «Кроме того, бульдозер используют при …»",А. строительстве и ремонте дорог.,,0
202224207,10,Выберите верное определение понятию «Балкон»,"А. Площадка с ограждением, которая выступает на фасаде здания.",,0
202224207,3,По назначению здания разделяются на … и гражданские.,А. промышленные,,0
202224207,2,"В состав … входят помещения, конструкции и инженерные системы.",Б. здания,,0
202224207,5,Жилое здание это здание для … .,Б. проживания,,0
202224207,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,,0
202224207,7,"Бетон – это искусственный …, получаемый в результате твердения бетонной смеси.",А. камень,,0
202224207,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,,0
202224207,14,Найдите правильное продолжение предложения «Цемент и вода являются главными связующими …»,Б. компонентами при производстве бетона.,,0
202224207,15,"Лопата, молоток, электрическая лебёдка – всё это …",Б. инструменты,B.инструменты,2
202224207,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,C.балкон,1
202224207,8,Естественный цвет бетона - …,Б. серый,B.серый,2
202224207,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,A.их функциональное назначение.,2
202224207,9,Строительная машина для разработки и перемещения грунта - … .,Б. бульдозер,B.бульдозер,2
202224124,14,Найдите правильное продолжение предложения «Цемент и вода являются главными связующими …»,Б. компонентами при производстве бетона.,,0
202224124,5,Жилое здание это здание для … .,Б. проживания,,0
202224124,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,,0
202224124,12,Найдите правильное продолжение предложения «Монтаж остекления возможен для …»,В. всех типов балконов и лоджий.,,0
202224124,7,"Бетон – это искусственный …, получаемый в результате твердения бетонной смеси.",А. камень,,0
202224124,3,По назначению здания разделяются на … и гражданские.,А. промышленные,,0
202224124,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,,0
202224124,10,Выберите верное определение понятию «Балкон»,"А. Площадка с ограждением, которая выступает на фасаде здания.",,0
202224124,11,"Найдите правильное продолжение предложения «Кроме того, бульдозер используют при …»",А. строительстве и ремонте дорог.,,0
202224124,15,"Лопата, молоток, электрическая лебёдка – всё это …",Б. инструменты,,0
202224124,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,C.подземную,1
202224124,2,"В состав … входят помещения, конструкции и инженерные системы.",Б. здания,B.здания,2
202224124,9,Строительная машина для разработки и перемещения грунта - … .,Б. бульдозер,A.экскаватор,1
202224124,8,Естественный цвет бетона - …,Б. серый,B.серый,2
202224124,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,A.их функциональное назначение.,2
202224102,11,"Найдите правильное продолжение предложения «Кроме того, бульдозер используют при …»",А. строительстве и ремонте дорог.,,0
202224102,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,,0
202224102,12,Найдите правильное продолжение предложения «Монтаж остекления возможен для …»,В. всех типов балконов и лоджий.,,0
202224102,10,Выберите верное определение понятию «Балкон»,"А. Площадка с ограждением, которая выступает на фасаде здания.",,0
202224102,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,,0
202224102,2,"В состав … входят помещения, конструкции и инженерные системы.",Б. здания,,0
202224102,8,Естественный цвет бетона - …,Б. серый,,0
202224102,3,По назначению здания разделяются на … и гражданские.,А. промышленные,,0
202224102,14,Найдите правильное продолжение предложения «Цемент и вода являются главными связующими …»,Б. компонентами при производстве бетона.,,0
202224102,15,"Лопата, молоток, электрическая лебёдка – всё это …",Б. инструменты,,0
202224102,5,Жилое здание это здание для … .,Б. проживания,B.проживания,2
202224102,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,B.инженерные,1
202224102,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,C.балкон,2
202224102,7,"Бетон – это искусственный …, получаемый в результате твердения бетонной смеси.",А. камень,A.камень,2
202224102,9,Строительная машина для разработки и перемещения грунта - … .,Б. бульдозер,A.экскаватор,1
202224118,7,"Бетон – это искусственный …, получаемый в результате твердения бетонной смеси.",А. камень,,0
202224118,10,Выберите верное определение понятию «Балкон»,"А. Площадка с ограждением, которая выступает на фасаде здания.",,0
202224118,9,Строительная машина для разработки и перемещения грунта - … .,Б. бульдозер,,0
202224118,11,"Найдите правильное продолжение предложения «Кроме того, бульдозер используют при …»",А. строительстве и ремонте дорог.,,0
202224118,2,"В состав … входят помещения, конструкции и инженерные системы.",Б. здания,,0
202224118,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,,0
202224118,8,Естественный цвет бетона - …,Б. серый,,0
202224118,12,Найдите правильное продолжение предложения «Монтаж остекления возможен для …»,В. всех типов балконов и лоджий.,,0
202224118,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,,0
202224118,14,Найдите правильное продолжение предложения «Цемент и вода являются главными связующими …»,Б. компонентами при производстве бетона.,,0
202224118,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,C.балкон,2
202224118,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,C.административные,1
202224118,3,По назначению здания разделяются на … и гражданские.,А. промышленные,A.промышленные,2
202224118,15,"Лопата, молоток, электрическая лебёдка – всё это …",Б. инструменты,B.инструменты,2
202224118,5,Жилое здание это здание для … .,Б. проживания,B.проживания,2
202224006,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,,0
202224006,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,,0
202224006,10,Выберите верное определение понятию «Балкон»,"А. Площадка с ограждением, которая выступает на фасаде здания.",,0
202224006,5,Жилое здание это здание для … .,Б. проживания,,0
202224006,8,Естественный цвет бетона - …,Б. серый,,0
202224006,11,"Найдите правильное продолжение предложения «Кроме того, бульдозер используют при …»",А. строительстве и ремонте дорог.,,0
202224006,7,"Бетон – это искусственный …, получаемый в результате твердения бетонной смеси.",А. камень,,0
202224006,3,По назначению здания разделяются на … и гражданские.,А. промышленные,,0
202224006,15,"Лопата, молоток, электрическая лебёдка – всё это …",Б. инструменты,,0
202224006,14,Найдите правильное продолжение предложения «Цемент и вода являются главными связующими …»,Б. компонентами при производстве бетона.,,0
202224006,2,"В состав … входят помещения, конструкции и инженерные системы.",Б. здания,B.здания,2
202224006,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,A.промышленные,1
202224006,12,Найдите правильное продолжение предложения «Монтаж остекления возможен для …»,В. всех типов балконов и лоджий.,C.всех типов балконов и лоджий.,2
202224006,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,C.подземную,2
202224006,9,Строительная машина для разработки и перемещения грунта - … .,Б. бульдозер,A.экскаватор,1
202224002,9,Строительная машина для разработки и перемещения грунта - … .,Б. бульдозер,,0
202224002,2,"В состав … входят помещения, конструкции и инженерные системы.",Б. здания,,0
202224002,14,Найдите правильное продолжение предложения «Цемент и вода являются главными связующими …»,Б. компонентами при производстве бетона.,,0
202224002,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,,0
202224002,12,Найдите правильное продолжение предложения «Монтаж остекления возможен для …»,В. всех типов балконов и лоджий.,,0
202224002,7,"Бетон – это искусственный …, получаемый в результате твердения бетонной смеси.",А. камень,,0
202224002,8,Естественный цвет бетона - …,Б. серый,,0
202224002,3,По назначению здания разделяются на … и гражданские.,А. промышленные,,0
202224002,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,,0
202224002,10,Выберите верное определение понятию «Балкон»,"А. Площадка с ограждением, которая выступает на фасаде здания.",,0
202224002,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,A.промышленные,1
202224002,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,B.подземный,1
202224002,11,"Найдите правильное продолжение предложения «Кроме того, бульдозер используют при …»",А. строительстве и ремонте дорог.,A.строительстве и ремонте дорог.,2
202224002,5,Жилое здание это здание для … .,Б. проживания,C.людей,1
202224002,15,"Лопата, молоток, электрическая лебёдка – всё это …",Б. инструменты,B.инструменты,2
202224107,11,"Найдите правильное продолжение предложения «Кроме того, бульдозер используют при …»",А. строительстве и ремонте дорог.,,0
202224107,9,Строительная машина для разработки и перемещения грунта - … .,Б. бульдозер,,0
202224107,8,Естественный цвет бетона - …,Б. серый,,0
202224107,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,,0
202224107,3,По назначению здания разделяются на … и гражданские.,А. промышленные,,0
202224107,12,Найдите правильное продолжение предложения «Монтаж остекления возможен для …»,В. всех типов балконов и лоджий.,,0
202224107,10,Выберите верное определение понятию «Балкон»,"А. Площадка с ограждением, которая выступает на фасаде здания.",,0
202224107,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,,0
202224107,5,Жилое здание это здание для … .,Б. проживания,,0
202224107,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,,0
202224107,7,"Бетон – это искусственный …, получаемый в результате твердения бетонной смеси.",А. камень,A.камень,2
202224107,2,"В состав … входят помещения, конструкции и инженерные системы.",Б. здания,B.здания,2
202224107,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,C.административные,1
202224107,15,"Лопата, молоток, электрическая лебёдка – всё это …",Б. инструменты,B.инструменты,2
202224107,14,Найдите правильное продолжение предложения «Цемент и вода являются главными связующими …»,Б. компонентами при производстве бетона.,B.компонентами при производстве бетона.,2
202224017,14,Найдите правильное продолжение предложения «Цемент и вода являются главными связующими …»,Б. компонентами при производстве бетона.,,0
202224017,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,,0
202224017,9,Строительная машина для разработки и перемещения грунта - … .,Б. бульдозер,,0
202224017,12,Найдите правильное продолжение предложения «Монтаж остекления возможен для …»,В. всех типов балконов и лоджий.,,0
202224017,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,,0
202224017,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,,0
202224017,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,,0
202224017,8,Естественный цвет бетона - …,Б. серый,,0
202224017,3,По назначению здания разделяются на … и гражданские.,А. промышленные,,0
202224017,15,"Лопата, молоток, электрическая лебёдка – всё это …",Б. инструменты,,0
202224017,10,Выберите верное определение понятию «Балкон»,"А. Площадка с ограждением, которая выступает на фасаде здания.",A.Площадка с ограждением， которая выступает на фасаде здания.,2
202224017,2,"В состав … входят помещения, конструкции и инженерные системы.",Б. здания,B.здания,1
202224017,5,Жилое здание это здание для … .,Б. проживания,B.проживания,2
202224017,7,"Бетон – это искусственный …, получаемый в результате твердения бетонной смеси.",А. камень,A.камень,2
202224017,11,"Найдите правильное продолжение предложения «Кроме того, бульдозер используют при …»",А. строительстве и ремонте дорог.,A.строительстве и ремонте дорог.,2
202224223,2,"В состав … входят помещения, конструкции и инженерные системы.",Б. здания,,0
202224223,12,Найдите правильное продолжение предложения «Монтаж остекления возможен для …»,В. всех типов балконов и лоджий.,,0
202224223,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,,0
202224223,3,По назначению здания разделяются на … и гражданские.,А. промышленные,,0
202224223,15,"Лопата, молоток, электрическая лебёдка – всё это …",Б. инструменты,,0
202224223,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,,0
202224223,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,,0
202224223,7,"Бетон – это искусственный …, получаемый в результате твердения бетонной смеси.",А. камень,,0
202224223,10,Выберите верное определение понятию «Балкон»,"А. Площадка с ограждением, которая выступает на фасаде здания.",,0
202224223,9,Строительная машина для разработки и перемещения грунта - … .,Б. бульдозер,,0
202224223,8,Естественный цвет бетона - …,Б. серый,B.серый,2
202224223,5,Жилое здание это здание для … .,Б. проживания,B.проживания,2
202224223,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,A.их функциональное назначение.,2
202224223,14,Найдите правильное продолжение предложения «Цемент и вода являются главными связующими …»,Б. компонентами при производстве бетона.,B.компонентами при производстве бетона.,2
202224223,11,"Найдите правильное продолжение предложения «Кроме того, бульдозер используют при …»",А. строительстве и ремонте дорог.,A.строительстве и ремонте дорог.,2
202224321,3,По назначению здания разделяются на … и гражданские.,А. промышленные,,0
202224321,11,"Найдите правильное продолжение предложения «Кроме того, бульдозер используют при …»",А. строительстве и ремонте дорог.,,0
202224321,5,Жилое здание это здание для … .,Б. проживания,,0
202224321,2,"В состав … входят помещения, конструкции и инженерные системы.",Б. здания,,0
202224321,9,Строительная машина для разработки и перемещения грунта - … .,Б. бульдозер,,0
202224321,4,"Гражданские здания делятся на …, общественные и жилые.",В. административные,,0
202224321,7,"Бетон – это искусственный …, получаемый в результате твердения бетонной смеси.",А. камень,,0
202224321,1,"Здание – это объемная система, имеющая … и надземную части, которая является результатом строительства.",В. подземную,,0
202224321,6,"… — это площадка с ограждением, которая выступает на фасаде здания.",В. балкон,,0
202224321,13,Найдите правильное продолжение предложения «Обычно форма зданий определяет …»,А. их функциональное назначение.,,0
